"","GAME_DATE_EST","GAME_ID","GAME_STATUS_TEXT","HOME_TEAM_ID","VISITOR_TEAM_ID","SEASON","TEAM_ID_home","PTS_home","FG_PCT_home","FT_PCT_home","FG3_PCT_home","AST_home","REB_home","TEAM_ID_away","PTS_away","FG_PCT_away","FT_PCT_away","FG3_PCT_away","AST_away","REB_away","HOME_TEAM_WINS","DIV_HOME","DIV_AWAY"
"462","2022-10-20",22200015,"Final","PHI","MIL",2022,1610612755,88,0.434,0.846,0.208,17,44,1610612749,90,0.405,0.643,0.31,24,48,"Loss","East","East"
"463","2022-10-20",22200016,"Final","LAL","LAC",2022,1610612747,97,0.351,0.846,0.2,23,38,1610612746,103,0.463,0.645,0.31,18,58,"Loss","West","West"
"464","2022-10-19",22200003,"Final","DET","ORL",2022,1610612765,113,0.426,0.792,0.368,31,41,1610612753,109,0.488,0.737,0.367,21,48,"Win","East","East"
"465","2022-10-19",22200004,"Final","IND","WAS",2022,1610612754,107,0.402,0.667,0.357,21,42,1610612764,114,0.457,0.792,0.355,21,53,"Loss","East","East"
"466","2022-10-19",22200005,"Final","ATL","HOU",2022,1610612737,117,0.5,0.833,0.28,30,38,1610612745,107,0.429,0.933,0.257,25,54,"Win","East","West"
"467","2022-10-19",22200006,"Final","BKN","NOP",2022,1610612751,108,0.449,0.75,0.303,22,39,1610612740,130,0.49,0.72,0.462,31,61,"Loss","East","West"
"468","2022-10-19",22200007,"Final","MIA","CHI",2022,1610612748,108,0.463,0.786,0.429,21,46,1610612741,116,0.441,0.75,0.361,23,46,"Loss","East","East"
"469","2022-10-19",22200008,"Final","TOR","CLE",2022,1610612761,108,0.419,0.719,0.433,19,41,1610612739,105,0.494,0.826,0.357,25,38,"Win","East","East"
"470","2022-10-19",22200009,"Final","MEM","NYK",2022,1610612763,115,0.389,0.609,0.34,27,64,1610612752,112,0.404,0.833,0.243,28,54,"Win","West","East"
"471","2022-10-19",22200010,"Final","MIN","OKC",2022,1610612750,115,0.415,0.818,0.263,25,55,1610612760,108,0.384,0.818,0.311,22,57,"Win","West","West"
"472","2022-10-19",22200011,"Final","SAS","CHA",2022,1610612759,102,0.404,0.714,0.206,22,44,1610612766,129,0.511,0.87,0.448,26,51,"Loss","West","East"
"473","2022-10-19",22200012,"Final","UTA","DEN",2022,1610612762,123,0.506,0.742,0.421,27,43,1610612743,102,0.482,0.944,0.227,21,35,"Win","West","West"
"474","2022-10-19",22200013,"Final","PHX","DAL",2022,1610612756,107,0.471,0.864,0.364,25,40,1610612742,105,0.467,0.618,0.4,17,40,"Win","West","West"
"475","2022-10-19",22200014,"Final","SAC","POR",2022,1610612758,108,0.459,0.684,0.386,27,41,1610612757,115,0.443,0.788,0.393,20,44,"Loss","West","West"
"476","2022-10-18",22200001,"Final","BOS","PHI",2022,1610612738,126,0.561,0.786,0.343,24,36,1610612755,117,0.5,0.857,0.382,16,31,"Win","East","East"
"477","2022-10-18",22200002,"Final","GSW","LAL",2022,1610612744,123,0.455,0.739,0.356,31,48,1610612747,109,0.426,0.76,0.25,23,48,"Win","West","West"
"478","2022-10-14",12200062,"Final","IND","HOU",2022,1610612754,114,0.442,0.75,0.293,29,38,1610612745,122,0.483,0.909,0.462,20,51,"Loss","East","West"
"479","2022-10-14",12200063,"Final","ORL","CLE",2022,1610612753,114,0.438,0.774,0.308,23,52,1610612739,108,0.461,0.833,0.433,18,35,"Win","East","East"
"480","2022-10-14",12200064,"Final","TOR","BOS",2022,1610612761,137,0.454,0.78,0.241,22,57,1610612738,134,0.44,0.875,0.352,25,44,"Win","East","East"
"481","2022-10-14",12200065,"Final","NYK","WAS",2022,1610612752,105,0.427,0.75,0.242,25,66,1610612764,89,0.379,0.65,0.222,23,40,"Win","East","East"
"482","2022-10-14",12200066,"Final","MIN","BKN",2022,1610612750,102,0.439,0.676,0.212,24,46,1610612751,112,0.42,0.857,0.4,22,46,"Loss","West","East"
"483","2022-10-14",12200067,"Final","NOP","ATL",2022,1610612740,120,0.484,0.783,0.357,33,50,1610612737,111,0.483,0.667,0.333,33,43,"Win","West","East"
"484","2022-10-14",12200068,"Final","UTA","DAL",2022,1610612762,101,0.451,0.765,0.231,25,52,1610612742,115,0.447,0.667,0.362,28,36,"Loss","West","West"
"485","2022-10-14",12200069,"Final","GSW","DEN",2022,1610612744,112,0.435,0.846,0.238,33,41,1610612743,119,0.507,0.829,0.29,28,44,"Loss","West","West"
"486","2022-10-14",12200070,"Final","SAC","LAL",2022,1610612758,133,0.489,0.724,0.488,30,55,1610612747,86,0.358,0.645,0.242,18,37,"Win","West","West"
"487","2022-10-13",12200060,"Final","DET","MEM",2022,1610612765,111,0.392,0.842,0.288,23,55,1610612763,126,0.455,0.711,0.219,23,51,"Loss","East","West"
"488","2022-10-13",12200061,"Final","SAS","OKC",2022,1610612759,112,0.466,0.735,0.192,23,53,1610612760,118,0.465,0.8,0.294,24,39,"Loss","West","West"
"489","2022-10-12",12200052,"Final","CLE","ATL",2022,1610612739,105,0.412,0.818,0.41,30,49,1610612737,99,0.341,0.844,0.444,17,60,"Win","East","East"
"490","2022-10-12",12200053,"Final","IND","NYK",2022,1610612754,109,0.477,0.75,0.3,26,49,1610612752,100,0.371,0.773,0.268,24,49,"Win","East","East"
"491","2022-10-12",12200054,"Final","PHI","CHA",2022,1610612755,99,0.393,0.818,0.314,17,42,1610612766,94,0.481,0.611,0.269,21,49,"Win","East","East"
"492","2022-10-12",12200055,"Final","MIA","NOP",2022,1610612748,120,0.471,0.75,0.39,27,46,1610612740,103,0.393,0.813,0.212,24,44,"Win","East","West"
"493","2022-10-12",12200056,"Final","MIL","BKN",2022,1610612749,97,0.415,0.762,0.394,19,43,1610612751,107,0.512,0.545,0.3,32,41,"Loss","East","East"
"494","2022-10-12",12200057,"Final","LAL","MIN",2022,1610612747,113,0.446,0.784,0.256,26,52,1610612750,118,0.423,0.733,0.359,29,52,"Loss","West","West"
"495","2022-10-12",12200058,"Final","PHX","SAC",2022,1610612756,104,0.418,0.886,0.241,22,48,1610612758,105,0.409,0.655,0.359,24,39,"Loss","West","West"
"496","2022-10-12",12200059,"Final","LAC","DEN",2022,1610612746,115,0.482,0.8,0.393,28,38,1610612743,126,0.54,0.786,0.435,28,44,"Loss","West","West"
"497","2022-10-11",12200047,"Final","DET","OKC",2022,1610612765,99,0.412,0.739,0.333,26,42,1610612760,115,0.523,0.6,0.406,25,48,"Loss","East","West"
"498","2022-10-11",12200048,"Final","ORL","MEM",2022,1610612753,109,0.476,0.944,0.343,30,50,1610612763,105,0.402,0.815,0.25,19,42,"Win","East","West"
"499","2022-10-11",12200049,"Final","CHI","MIL",2022,1610612741,127,0.532,0.739,0.323,32,57,1610612749,104,0.402,0.667,0.314,25,35,"Win","East","East"
"500","2022-10-11",12200050,"Final","UTA","SAS",2022,1610612762,104,0.408,0.542,0.262,24,54,1610612759,111,0.477,0.727,0.355,24,48,"Loss","West","West"
"501","2022-10-11",12200051,"Final","GSW","POR",2022,1610612744,131,0.5,0.846,0.405,32,49,1610612757,98,0.386,0.73,0.28,18,43,"Win","West","West"
"502","2022-10-10",12200043,"Final","CHA","WAS",2022,1610612766,107,0.464,0.923,0.278,15,44,1610612764,116,0.484,0.737,0.387,29,36,"Loss","East","East"
"503","2022-10-10",12200044,"Final","CLE","PHI",2022,1610612739,97,0.436,0.649,0.238,20,49,1610612755,113,0.44,0.889,0.425,23,45,"Loss","East","East"
"504","2022-10-10",12200045,"Final","MIA","HOU",2022,1610612748,118,0.404,0.846,0.392,28,44,1610612745,110,0.451,0.706,0.372,27,49,"Win","East","West"
"505","2022-10-10",12200046,"Final","DEN","PHX",2022,1610612743,107,0.451,0.611,0.333,21,40,1610612756,105,0.427,0.821,0.324,25,43,"Win","West","West"
"506","2022-10-09",12200037,"Final","TOR","CHI",2022,1610612761,98,0.354,0.71,0.216,14,47,1610612741,115,0.506,0.842,0.406,29,52,"Loss","East","East"
"507","2022-10-09",12200039,"Final","SAS","NOP",2022,1610612759,97,0.366,0.762,0.265,22,48,1610612740,111,0.44,0.842,0.385,28,59,"Loss","West","West"
"508","2022-10-09",12200040,"Final","GSW","LAL",2022,1610612744,121,0.477,0.706,0.333,22,45,1610612747,124,0.5,0.944,0.436,24,38,"Loss","West","West"
"509","2022-10-09",12200041,"Final","SAC","POR",2022,1610612758,126,0.506,0.652,0.467,34,47,1610612757,94,0.403,0.839,0.345,18,29,"Win","West","West"
"510","2022-10-09",12200042,"Final","LAC","MIN",2022,1610612746,117,0.465,0.955,0.372,27,45,1610612750,119,0.495,0.857,0.351,32,42,"Loss","West","West"
"511","2022-10-08",12200036,"Final","MIL","ATL",2022,1610612749,109,0.446,0.8,0.357,22,42,1610612737,118,0.5,0.833,0.484,19,36,"Loss","East","East"
"512","2022-10-07",12200029,"Final","CHA","BOS",2022,1610612766,103,0.382,0.682,0.27,23,52,1610612738,112,0.438,0.882,0.432,27,57,"Loss","East","East"
"513","2022-10-07",12200030,"Final","NYK","IND",2022,1610612752,131,0.44,0.963,0.405,25,43,1610612754,114,0.446,0.731,0.394,26,47,"Win","East","East"
"514","2022-10-07",12200031,"Final","CHI","DEN",2022,1610612741,131,0.602,0.889,0.536,32,32,1610612743,113,0.466,0.81,0.412,29,40,"Win","East","West"
"515","2022-10-07",12200032,"Final","HOU","TOR",2022,1610612745,116,0.437,0.757,0.387,22,52,1610612761,100,0.434,0.579,0.176,18,40,"Win","West","East"
"516","2022-10-07",12200033,"Final","MEM","MIA",2022,1610612763,108,0.453,0.667,0.303,24,50,1610612748,111,0.425,0.864,0.346,29,39,"Loss","West","East"
"517","2022-10-07",12200034,"Final","NOP","DET",2022,1610612740,107,0.447,0.676,0.333,21,47,1610612765,101,0.365,0.806,0.286,22,45,"Win","West","East"
"518","2022-10-07",12200035,"Final","DAL","ORL",2022,1610612742,105,0.432,0.818,0.362,25,35,1610612753,110,0.459,0.833,0.343,22,52,"Loss","West","East"
"519","2022-10-06",12200023,"Final","ATL","MIL",2022,1610612737,123,0.547,0.786,0.318,23,39,1610612749,113,0.423,0.81,0.35,22,52,"Win","East","East"
"520","2022-10-06",12200024,"Final","BKN","MIA",2022,1610612751,80,0.392,0.773,0.179,16,47,1610612748,109,0.432,0.64,0.306,31,46,"Loss","East","East"
"521","2022-10-06",12200026,"Final","SAS","ORL",2022,1610612759,99,0.447,0.692,0.419,29,42,1610612753,102,0.444,0.778,0.243,21,43,"Loss","West","East"
"522","2022-10-06",12200028,"Final","LAL","MIN",2022,1610612747,99,0.34,0.733,0.224,23,54,1610612750,114,0.442,0.769,0.313,29,59,"Loss","West","West"
"523","2022-10-05",12200018,"Final","CHA","IND",2022,1610612766,97,0.344,0.611,0.209,20,49,1610612754,122,0.484,0.963,0.2,27,53,"Loss","East","East"
"524","2022-10-05",12200019,"Final","PHI","CLE",2022,1610612755,113,0.479,0.75,0.29,26,46,1610612739,112,0.462,0.737,0.424,22,43,"Win","East","East"
"525","2022-10-05",12200020,"Final","BOS","TOR",2022,1610612738,119,0.444,0.714,0.308,31,45,1610612761,125,0.459,0.72,0.219,22,59,"Loss","East","East"
"526","2022-10-05",12200021,"Final","OKC","DAL",2022,1610612760,96,0.4,0.765,0.188,17,45,1610612742,98,0.427,0.938,0.317,20,44,"Loss","West","West"
"527","2022-10-05",12200022,"Final","LAL","PHX",2022,1610612747,115,0.427,0.727,0.317,26,47,1610612756,119,0.371,0.848,0.317,21,55,"Loss","West","West"
"528","2022-10-04",12200014,"Final","NYK","DET",2022,1610612752,117,0.511,0.733,0.378,27,42,1610612765,96,0.407,0.739,0.31,19,44,"Win","East","East"
"529","2022-10-04",12200015,"Final","MIA","MIN",2022,1610612748,111,0.429,0.944,0.286,25,49,1610612750,121,0.513,0.743,0.394,22,39,"Loss","East","West"
"530","2022-10-04",12200016,"Final","CHI","NOP",2022,1610612741,125,0.483,0.882,0.333,27,46,1610612740,129,0.495,0.722,0.297,29,44,"Loss","East","West"
"531","2022-10-04",12200017,"Final","POR","UTA",2022,1610612757,101,0.444,0.621,0.344,21,38,1610612762,118,0.481,0.676,0.455,24,45,"Loss","West","West"
"532","2022-10-03",12200009,"Final","BKN","PHI",2022,1610612751,108,0.462,0.735,0.333,25,43,1610612755,127,0.407,0.96,0.341,26,56,"Loss","East","East"
"533","2022-10-03",12200010,"Final","MEM","ORL",2022,1610612763,109,0.439,0.794,0.278,27,50,1610612753,97,0.393,0.692,0.333,23,38,"Win","West","East"
"534","2022-10-03",12200011,"Final","DEN","OKC",2022,1610612743,101,0.411,0.739,0.303,20,43,1610612760,112,0.488,0.68,0.371,25,52,"Loss","West","West"
"535","2022-10-03",12200012,"Final","LAL","SAC",2022,1610612747,75,0.312,0.625,0.233,17,49,1610612758,105,0.408,0.632,0.231,25,54,"Loss","West","West"
"536","2022-10-03",12200013,"Final","LAC","POR",2022,1610612746,102,0.383,0.758,0.395,21,44,1610612757,97,0.397,0.771,0.286,18,46,"Win","West","West"
"537","2022-10-02",12200004,"Final","GSW","WAS",2022,1610612744,104,0.458,0.667,0.41,29,47,1610612764,95,0.353,0.9,0.242,23,46,"Win","West","East"
"538","2022-10-02",12200005,"Final","BOS","CHA",2022,1610612738,134,0.571,0.8,0.468,41,56,1610612766,93,0.347,0.643,0.152,13,43,"Win","East","East"
"539","2022-10-02",12200006,"Final","TOR","UTA",2022,1610612761,114,0.483,0.667,0.375,20,61,1610612762,82,0.323,0.588,0.25,21,46,"Win","East","West"
"540","2022-10-02",12200007,"Final","HOU","SAS",2022,1610612745,134,0.546,0.545,0.457,32,60,1610612759,96,0.355,0.655,0.262,21,44,"Win","West","West"
"541","2022-10-01",12200003,"Final","MIL","MEM",2022,1610612749,102,0.43,0.714,0.351,22,50,1610612763,107,0.494,0.724,0.357,25,41,"Loss","East","West"
"542","2022-09-30",12200001,"Final","WAS","GSW",2022,1610612764,87,0.369,0.633,0.171,20,44,1610612744,96,0.367,0.775,0.269,18,62,"Loss","East","West"
