"id","type","boatClass","make","model","year","condition","length_ft","beam_ft","dryWeight_lb","hullMaterial","fuelType","numEngines","totalHP","maxEngineYear","minEngineYear","engineCategory","price","sellerId","city","state","zip","created_date","created_month","created_year"
7193659,"power","power-pontoon","SunCatcher","V Series",2019,"new",22,NA,NA,"other","other",1,0,NA,NA,"",45500,32348,"Kingston","OK",NA,"2019-08-23",8,2019
7219001,"power","power-pontoon","Premier","SunSation-RF 250",2017,"used",25,NA,NA,"aluminum","other",1,0,NA,NA,"",59900,27677,"Osage Beach","MO","65065","2019-09-14",9,2019
7268397,"power","power-pwc","Yamaha Boats","VX Limited",2020,"new",10,NA,NA,"other","other",1,0,NA,NA,"",11399,27369,"Red Wing","MN",NA,"2019-10-30",10,2019
6763248,"power","power-center","Carolina Skiff","238 DLV",2018,"new",22.83,8,1916,"fiberglass","gasoline",1,0,2018,2018,"outboard",32900,34545,"Penhook","VA","24137","2018-07-02",7,2018
7099799,"power","power-pontoon","Sun Tracker","Party Barge 18 DLX",2019,"new",20,8.17,1495,"aluminum","",1,60,NA,NA,"outboard",22690,1213,"Clarksville","IN","47129","2019-06-01",6,2019
5624318,"power","power-util","Tracker","Topper 1036 Riveted Jon",2016,"new",9.83,4.33,112,"aluminum","",1,0,NA,NA,"outboard",599,1129,"Arma","KS","66712","2016-02-01",2,2016
7014555,"power","power-other","Cape Horn","21",1994,"used",21,NA,NA,"other","other",1,0,NA,NA,"",10500,34959,"Marrero","LA","70072","2019-03-11",3,2019
7170445,"power","power-cruiser","Monterey","224FS",2020,"new",23,NA,NA,"other","other",1,0,NA,NA,NA,39999,27369,"Red Wing","MN",NA,"2019-08-05",8,2019
6504838,"power","power-flybridge","Custom","62 Breen Custom Aluminum",1999,"used",62,NA,NA,"aluminum","diesel",2,1400,2013,2013,"inboard",250000,28311,"Plymouth","MA","02360","2017-10-22",10,2017
7108216,"power","power-fresh","Tracker","Panfish 16",2019,"new",16.17,5.83,766,"aluminum","gasoline",1,40,NA,NA,"outboard",15585,1253,"Prattville","AL","36066","2019-06-10",6,2019
7074303,"power","power-bass","Ranger","Z521C",2014,"used",21,NA,NA,"other","other",1,0,NA,NA,"",49995,27366,"Fairfield","OH",NA,"2019-05-06",5,2019
7203287,"power","power-cuddy","Chris-Craft","Launch 28 GT",2019,"new",28,NA,NA,"other","other",1,0,NA,NA,"",239351,260113,"Waterville","ME",NA,"2019-09-03",9,2019
6865030,"power","power-skiwake","Sanger","237 XTX",2018,"used",23,8.5,NA,"fiberglass","gasoline",1,400,NA,NA,"inboard",74995,10277,"Coeur d'Alene","ID","83814","2018-10-04",10,2018
7022361,"power","power-bass","Ranger","155A",1976,"used",15,NA,NA,"other","other",1,0,NA,NA,"",7995,27366,"Fairfield","OH",NA,"2019-03-19",3,2019
7104496,"power","power-pontoon","Sun Tracker","SportFish 22 DLX",2019,"new",24.17,8.5,2159,"aluminum","",1,90,NA,NA,"outboard",32315,1153,"Appleton","WI","54913","2019-06-06",6,2019
7250656,"power","power-pontoon","South Bay","200 Series 222RS 2.0",2019,"used",22,NA,NA,"aluminum","other",1,0,NA,NA,"",32999,34414,"Lake Ariel","PA",NA,"2019-10-15",10,2019
6607185,"power","power-bowrider","Cobalt","242 Bowrider",2008,"used",23,NA,NA,"fiberglass","other",1,0,NA,NA,"",39995,38161,"Austin","TX",NA,"2018-02-07",2,2018
6209062,"power","power-jon","Tracker","Topper 1032 Riveted Jon",2017,"new",10,3.83,87,"aluminum","",1,0,NA,NA,"outboard",519,56482,"New Bern","NC","28560","2017-04-19",4,2017
6974492,"power","power-jon","Tracker","Topper 1236 Riveted Jon",2019,"new",11.92,4.33,126,"aluminum","other",1,0,NA,NA,"outboard",849,56482,"New Bern","NC","28560","2019-01-31",1,2019
7068191,"power","power-sportfish","Ranger","190 Reata",2019,"new",18.1,8.25,NA,"fiberglass","gasoline",1,150,NA,NA,"",46712,155353,"Fort Worth","TX","76177","2019-04-30",4,2019
7112797,"power","power-aluminum","Crestliner","1650 FISH HAWK SE SC",2019,"new",16.75,7.25,1050,"aluminum","other",1,0,NA,NA,"",22523,12667,"Kaukauna","WI",NA,"2019-06-13",6,2019
7164670,"power","power-pontoon","Avalon","Catalina Platinum 2785 EWS",2019,"new",27,NA,NA,"aluminum","other",1,0,NA,NA,"",98000,12360,"Burlington","IA",NA,"2019-07-30",7,2019
6300678,"power","power-bass","Champion Boats","Super Champ",1984,"used",17,NA,NA,"fiberglass","gasoline",1,0,NA,NA,"outboard",4995,3499,"Indianapolis","IN","46219","2017-07-14",7,2017
7224330,"power","power-cruiser","Rinker","250 Fiesta Vee",2004,"used",25,86,NA,"other","other",1,0,NA,NA,"",25900,46516,"Wayzata","MN",NA,"2019-09-19",9,2019
7225571,"power","power-cruiser","Yamaha Boats","SX210",2020,"new",21,102,NA,"other","other",1,0,NA,NA,NA,43199,27369,"Red Wing","MN",NA,"2019-09-20",9,2019
7085268,"power","power-jon","Alumacraft","1436 Jon Sierra LT",2019,"new",14,4.58,135,"aluminum","other",1,0,NA,NA,"",939,34610,"Memphis","TN",NA,"2019-05-16",5,2019
6736786,"power","power-other","Harbor Guard","Firehawk 24",2009,"used",24,8,NA,"fiberglass","gasoline",0,NA,NA,NA,"",49995,49376,"Chapin","SC","29036","2018-06-06",6,2018
6327980,"power","power-unspec","Mercury","300 XLFM Pro Max",1999,"used",25,NA,NA,"aluminum","",0,NA,NA,NA,"",4995,34959,"Marrero","LA","70072","2017-08-09",8,2017
6956290,"power","power-center","Robalo","R222 Center Console",2019,"new",21,8.5,3700,"fiberglass","gasoline",1,200,NA,NA,"outboard",63002,29428,"Palm Beach","FL","33403","2019-01-14",1,2019
7224179,"power","power-center","Carolina Skiff","20 JVX CC",2019,"new",20,NA,NA,"other","other",1,0,NA,NA,"",22890,55887,"Foley","AL",NA,"2019-09-19",9,2019
6647227,"power","power-fresh","Alumacraft","Classic 165 CS",2016,"used",16.4,6.67,778,"aluminum","gasoline",1,50,NA,NA,"outboard",17900,42618,"Saratoga Springs","NY","12866","2018-03-14",3,2018
6989539,"power","power-jet","Yamaha Boats","275E",2019,"new",27,NA,NA,"fiberglass","other",1,0,NA,NA,"",99999,39195,"Clearwater","FL",NA,"2019-02-15",2,2019
6377605,"power","power-motor","Carver","3697 Mariner",1984,"used",35.58,NA,NA,"fiberglass","gasoline",1,350,NA,NA,"",39995,5235,"Lake Ozark","MO","65026","2017-09-22",9,2017
7265729,"power","power-center","Cobia","220CC",2017,"used",21,NA,NA,"fiberglass","other",1,0,NA,NA,"",32900,45579,"Miami","FL",NA,"2019-10-28",10,2019
7177272,"power","power-deck","Bayliner","210 Deck Boat",2018,"new",20,NA,NA,"other","other",1,0,NA,NA,"",38495,237750,"Commerce Township","MI",NA,"2019-08-08",8,2019
6847007,"power","power-expresscruiser","Sea Ray","310 Express Cruiser",1981,"used",31,11.92,NA,"fiberglass","gasoline",2,680,1981,1981,"multiple",12000,5252,"Huron","OH","44839","2018-09-18",9,2018
6944980,"power","power-jet","Scarab","255 Open G",2019,"new",25,8.33,3800,"fiberglass","gasoline",2,300,NA,NA,"inboard",57327,34581,"Miami","FL","33170","2018-12-27",12,2018
7170912,"power","power-pontoon","Bennington","23SSBXP",2020,"new",25,102,NA,"other","other",1,0,NA,NA,"",76788,46516,"Wayzata","MN",NA,"2019-08-05",8,2019
5823854,"power","power-center","Rybo Runner","30 Center Console",2018,"used",30,NA,NA,"fiberglass","gasoline",2,500,2018,2018,"outboard-4s",149999,28311,"Marion","MA","02738","2016-05-31",5,2016
7235399,"power","power-cruiser","Chaparral","270 Signature",2018,"used",27,NA,NA,"other","other",1,0,NA,NA,"",94997,257210,"Virginia Beach","VA",NA,"2019-09-30",9,2019
7170357,"power","power-pontoon","Bennington","23SSNPXAPGP",2019,"new",25,NA,NA,"other","other",1,0,NA,NA,NA,43038,27369,"Red Wing","MN",NA,"2019-08-05",8,2019
7263380,"power","power-trawler","Helmsman Trawlers","38 Pilothouse",2016,"used",37.99,13.91,NA,"fiberglass","diesel",1,0,NA,NA,"",439000,34172,"Seattle, WA USA - At Our Docks!","WA",NA,"2019-10-25",10,2019
7238043,"power","power-bass","Ranger","RT198P",2020,"new",19,NA,NA,"other","other",1,0,NA,NA,"",34643,12868,"Warsaw","MO",NA,"2019-10-02",10,2019
6912273,"power","power-bowrider","Stingray","204 LR",2019,"new",20.42,8.25,2490,"fiberglass","gasoline",1,115,2019,2019,"outboard",34500,32212,"Baltimore","MD","21221","2018-11-15",11,2018
7239604,"power","power-pwc","Yamaha Boats","EX Deluxe",2020,"used",10,NA,NA,"other","other",1,0,NA,NA,"",8899,10610,"Rochester","MN",NA,"2019-10-03",10,2019
6837811,"power","power-skifish","Tahoe","550 TF",2019,"new",19.83,7.83,2395,"fiberglass","",1,150,NA,NA,"outboard",34715,155555,"La Vista","NE","68138","2018-09-10",9,2018
6974632,"sail","sail-cutter","Island Packet","35",1994,"used",35,12,NA,"fiberglass","diesel",1,35,1994,1994,"inboard",98000,14335,"San Diego","CA","92101","2019-01-31",1,2019
7170724,"power","power-cruiser","Blackfin","212CC Center Console",2019,"new",22,NA,NA,"other","other",1,0,NA,NA,"",105946,46516,"Wayzata","MN",NA,"2019-08-05",8,2019
7263843,"power","power-pwc","Yamaha Boats","EX Sport",2020,"new",10.03,2,NA,"fiberglass","gasoline",1,0,NA,NA,"",9480,31870,"Russells Point","OH",NA,"2019-10-26",10,2019
6870784,"power","power-downeast","Mainship","Pilot 34",2003,"used",34,12.25,16000,"fiberglass","diesel",2,480,NA,NA,"inboard",126000,27713,"Siesta Key","FL","34242","2018-10-10",10,2018
7239683,"power","power-pontoon","Bennington","20SLVSG",2020,"new",21,NA,NA,"other","other",1,0,NA,NA,"",20835,27369,"Red Wing","MN",NA,"2019-10-03",10,2019
7047523,"power","power-bowrider","Bayliner","Element E18",2019,"new",18.17,7.42,2000,"fiberglass","other",1,0,NA,NA,"",21500,32210,"Afton","OK",NA,"2019-04-12",4,2019
6263844,"power","power-highperf","Shockwave","cat",2006,"used",26,NA,NA,"fiberglass","",0,NA,NA,NA,"",74900,39962,"Lake Havasu City","AZ","86403","2017-06-08",6,2017
7047352,"power","power-center","SeaVee","32 Open",2010,"used",32,10,NA,"fiberglass","gasoline",0,NA,NA,NA,"",185000,60653,"Miami","FL","33019","2019-04-12",4,2019
7197292,"power","power-center","Parker","1801 Center Console",2007,"used",18,NA,NA,"other","other",1,0,NA,NA,"",17900,34959,"Marrero","LA","70072","2019-08-27",8,2019
6960017,"power","power-skiwake","Heyday","WT-Surf",2019,"new",25,NA,NA,"other","other",1,0,NA,NA,"",63345,61548,"Young Harris","GA",NA,"2019-01-17",1,2019
6900423,"power","power-pwc","Sea-Doo","GTX Limited 300",2019,"new",11.32,1,NA,"fiberglass","gasoline",1,0,NA,NA,"inboard",17099,1190,"Texarkana","TX","75501","2018-11-05",11,2018
6871815,"power","power-jon","G3","Gator Tough 16 DK",2019,"new",16.42,5.75,525,"aluminum","gasoline",1,50,2019,2019,"outboard",14531,52603,"Davis","OK","73030","2018-10-10",10,2018
5475255,"power","power-cruiser","Bayliner","285",2011,"used",28,9.83,8056,"fiberglass","gasoline",1,300,2011,2011,"inboard-outboard",49900,16886,"Branford","CT","","2015-12-16",12,2015
6993588,"power","power-bass","Crestliner","PT 20",2019,"new",20,8,1537,"aluminum","gasoline",1,200,NA,NA,"outboard",40887,53400,"Ooltewah","TN","37363","2019-02-20",2,2019
6821154,"power","power-fresh","Cruisers","WOODEN BOAT 14",1950,"used",14,NA,NA,"other","other",1,0,NA,NA,"",1999,34482,"Mecosta","MI",NA,"2018-08-26",8,2018
6917371,"power","power-bowrider","Four Winns","FREEDOM 160",1987,"used",17,8.42,NA,"fiberglass","gasoline",1,0,1987,1987,"inboard-outboard",4995,215394,"Shawano","WI","54166","2018-11-21",11,2018
6187610,"sail","sail-ketch","Homemade","Chinese Junk",2017,"used",48,14.25,50000,"steel","diesel",1,150,NA,NA,"inboard",95000,21060,"Irvington","AL","","2017-03-29",3,2017
6936293,"power","power-cruiser","Sea Ray","44 Sundancer",2007,"used",44,14,22500,"fiberglass","diesel",2,1000,NA,NA,"inboard",280000,21450,"Georgetown","MD","21620","2018-12-13",12,2018
7089616,"power","power-pontoon","Bennington","25SPDXP",2019,"used",27,NA,NA,"other","other",1,0,NA,NA,"",57830,10610,"Rochester","MN",NA,"2019-05-21",5,2019
7223470,"power","power-aluminum","Crestliner","1650 Discovery SC",2019,"new",16.5,6.33,875,"aluminum","other",1,0,NA,NA,"",16649,12667,"Kaukauna","WI",NA,"2019-09-19",9,2019
7225428,"power","power-pontoon","Sylvan","20 Fish",1991,"used",20.08,NA,NA,"aluminum","gasoline",1,0,NA,NA,"",4295,31870,"Russells Point","OH",NA,"2019-09-20",9,2019
6967210,"power","power-bass","Tracker","Pro Team 175 TXW",2019,"new",17.58,7.42,1050,"aluminum","gasoline",1,60,2019,2019,"outboard-4s",19045,56482,"New Bern","NC","28560","2019-01-24",1,2019
7193617,"power","power-pontoon","SunCatcher","Elite Series",2019,"new",26,NA,NA,"other","other",1,0,NA,NA,"",67500,32348,"Kingston","OK",NA,"2019-08-23",8,2019
7254657,"power","power-pontoon","Bennington","20SFVSG",2020,"used",21,NA,NA,"other","other",1,0,NA,NA,"",20835,10610,"Rochester","MN",NA,"2019-10-17",10,2019
7086017,"power","power-bay","Mako","18 LTS",2019,"new",18.5,7.58,1752,"fiberglass","",1,115,NA,NA,"outboard",30440,155353,"Fort Worth","TX","76177","2019-05-17",5,2019
7239684,"power","power-pontoon","Bennington","20SLVSG",2020,"new",21,NA,NA,"other","other",1,0,NA,NA,NA,20835,27369,"Red Wing","MN",NA,"2019-10-03",10,2019
7228986,"power","power-bowrider","Four Winns","180 Horizon",2000,"used",18,8.06,NA,"fiberglass","gasoline",1,0,NA,NA,"",6499,61723,"Fortson","GA",NA,"2019-09-24",9,2019
7060066,"power","power-bowrider","Yamaha Boats","242 Limited S E-Series",2019,"new",24,9,NA,"fiberglass","other",2,0,NA,NA,"",67394,5268,"Pewaukee","WI","53072","2019-04-23",4,2019
7192404,"power","power-sportfish","Lowe","195 Stinger",2013,"used",19,8.06,NA,"fiberglass","gasoline",1,0,NA,NA,"outboard",19995,57470,"Canton","GA",NA,"2019-08-22",8,2019
7069808,"power","power-cuddy","Regal","33 SAV",2018,"used",33,10.33,11750,"fiberglass","gasoline",2,600,2018,2018,"outboard",299995,14386,"Panama City Beach","FL","32408","2019-05-02",5,2019
5906935,"power","power-house","Harbor Master","Coastal 450",1989,"used",45,14,19500,"fiberglass","gasoline",2,0,1989,1989,"inboard",96900,32168,"Fort Myers","FL","33908","2016-08-15",8,2016
7132248,"power","power-pontoon","Sun Tracker","Fishin' Barge 24 XP3",2019,"new",26.17,8.5,2960,"aluminum","",1,150,NA,NA,"outboard-4s",41340,53190,"Bristol","TN","37621","2019-06-29",6,2019
7164955,"power","power-fresh","Caravelle boat group","230WI",2019,"new",23,NA,NA,"other","other",1,0,NA,NA,"",79990,164670,"Ridgeland","SC",NA,"2019-07-30",7,2019
4726031,"power","power-convertible","Hatteras","45 Convertible w 500 HRS",1970,"used",45,14.58,37000,"fiberglass","diesel",2,550,1970,1970,"inboard",49500,17929,"Beach Haven","NJ","","2014-06-02",6,2014
7233368,"power","power-pontoon","Starcraft","236STARDECKCRS",2015,"new",23,NA,NA,"fiberglass","other",1,0,NA,NA,"",17995,5268,"Pewaukee","WI","53072","2019-09-28",9,2019
6549904,"power","power-motor","Carver","400 Cockpit Motor Yacht",1998,"used",40,13.25,24300,"fiberglass","gasoline",2,660,1998,1998,"inboard",69900,5027,"Milwaukee","WI","53204","2017-12-02",12,2017
7110822,"power","power-pontoon","Bennington","GSR 22",2017,"used",24,8.5,NA,"aluminum","gasoline",1,150,2017,2017,"outboard-4s",49995,35205,"Kingston","TN","37763","2019-06-12",6,2019
5969400,"power","power-cruiser","Formula","34 PC",2017,"used",35,NA,NA,"fiberglass","gasoline",0,NA,NA,NA,"",450101,50123,"","IL","60608","2016-10-12",10,2016
7018114,"power","power-center","Polar Kraft","SPORTX 190CC",2019,"new",18,NA,NA,"aluminum","other",1,0,NA,NA,"",28999,12440,"Southside","AL",NA,"2019-03-14",3,2019
6776793,"power","power-convertible","Hatteras","38 Convertible",1971,"used",38,13.58,29000,"fiberglass","diesel",2,660,2010,2010,"inboard",129900,58599,"Okeechobee","FL","34973","2018-07-16",7,2018
6893443,"power","power-aluminum","Tracker","Pro Guide V-175 SC",2019,"new",17.58,8.08,1500,"aluminum","",1,115,NA,NA,"outboard",24670,1205,"Harrison","TN","37341","2018-10-29",10,2018
7231930,"power","power-unspec","Aqua Patio","AP255RL",2017,"used",25,NA,NA,"other","other",1,0,NA,NA,NA,49900,34869,"Alexander City","AL",NA,"2019-09-26",9,2019
6968564,"power","power-bass","Nitro","ZV19",2019,"new",18.92,8.5,2300,"fiberglass","gasoline",1,150,2019,2019,"outboard",40540,56482,"New Bern","NC","28560","2019-01-25",1,2019
7132124,"power","power-center","Sportsman","Open 312 Center Console",2019,"new",31,10,NA,"fiberglass","other",1,0,NA,NA,"",228850,52761,"Miami","FL",NA,"2019-06-28",6,2019
7175991,"power","power-pontoon","Bennington","2275 RCW",2013,"used",24,NA,NA,"other","other",1,0,NA,NA,"",48995,38161,"Austin","TX",NA,"2019-08-07",8,2019
6764991,"power","power-bowrider","Crownline","E4 EC-11",2012,"used",24,8.42,NA,"fiberglass","gasoline",1,300,NA,NA,"",52900,34550,"Wolfeboro","NH","03894","2018-07-03",7,2018
7015211,"power","power-cruiser","Cruisers Yachts","3575 Express",1999,"used",35,13,16000,"fiberglass","gasoline",2,620,2000,2000,"inboard",60000,21450,"Grasonville","MD","21638","2019-03-12",3,2019
6989712,"power","power-deck","Bayliner","Element E21",2019,"new",20.67,7.75,2645,"ferro-cement","gasoline",1,150,NA,NA,"outboard",33500,32348,"Kingston","OK","73439","2019-02-15",2,2019
6905093,"power","power-cruiser","Regal","2860 Regal",2010,"used",28,NA,NA,"composite","other",1,0,NA,NA,"",52900,152763,"Daytona Beach","FL",NA,"2018-11-08",11,2018
7262105,"power","power-skiwake","Nautique","Sport 226",2005,"used",22,NA,NA,"fiberglass","other",1,0,NA,NA,"",32995,5268,"Pewaukee","WI","53072","2019-10-25",10,2019
6950094,"power","power-jon","Tracker","Grizzly 1860 CC",2019,"new",19.17,7,1020,"aluminum","",1,90,NA,NA,"outboard",20965,155371,"Sidney","NE","69160","2019-01-07",1,2019
7170441,"power","power-pontoon","Bennington","23SPDXP",2020,"new",1,NA,NA,"other","other",1,0,NA,NA,NA,60509,27369,"Red Wing","MN",NA,"2019-08-05",8,2019
7205384,"power","power-bowrider","Cobalt","262 WSS",2013,"used",27.7,8.06,NA,"fiberglass","gasoline",1,0,NA,NA,"",75500,5130,"Lewisville","TX",NA,"2019-09-04",9,2019
6965839,"power","power-motor","Silverton","352 Motor Yacht",1999,"used",35,13,20809,"fiberglass","gasoline",2,640,2000,2000,"inboard",72900,41207,"Hollywood","FL","33021","2019-01-23",1,2019
7034142,"power","power-aluminum","Tracker","Targa V-19 Combo",2019,"new",19,8.5,2001,"aluminum","",1,200,NA,NA,"outboard",43175,34422,"Forest Lake","MN","55025","2019-03-30",3,2019
6840739,"power","power-bass","Nitro","Z19",2019,"new",19.33,7.83,1850,"fiberglass","gasoline",1,200,NA,NA,"outboard",41490,1581,"Grand Island","NY","14072","2018-09-12",9,2018
7238081,"power","power-center","Pro-Line","23 Sport Series 23",2007,"used",23,NA,NA,"other","other",1,0,NA,NA,"",29995,34959,"Marrero","LA","70072","2019-10-02",10,2019
6637574,"power","power-inflatable","Zodiac","Yatchline 440 DL 60hp",2019,"new",14,6,NA,"fiberglass","gasoline",1,60,2018,2018,"outboard",25865,164656,"Stanford","KY",NA,"2018-08-14",8,2018
7258214,"power","power-sportcruiser","Sea Ray","182BR/SS",2003,"used",18,NA,NA,"fiberglass","other",1,0,NA,NA,"",9995,5266,"Madison","WI","53704","2019-10-22",10,2019
6896275,"power","power-bowrider","Bryant","233",2010,"used",23.25,8.42,NA,"fiberglass","gasoline",1,0,NA,NA,"inboard-outboard",34999,35225,"Cleveland","TN","37323","2018-10-31",10,2018
7166454,"power","power-pontoon","Bennington","21SSBX",2020,"used",1,102,NA,"other","other",1,0,NA,NA,"",45020,10610,"Rochester","MN",NA,"2019-07-31",7,2019
7256740,"power","power-pontoon","South Bay","224RS",2020,"new",24,NA,NA,"aluminum","other",1,0,NA,NA,"",48374,34414,"Lake Ariel","PA",NA,"2019-10-20",10,2019
6899170,"power","power-pontoon","Sun Tracker","Party Barge 24 DLX",2019,"new",26.17,8.5,2200,"aluminum","",1,150,NA,NA,"outboard",36655,1230,"Alachua","FL","32615","2018-11-03",11,2018
6983383,"power","power-center","Sea Master","Center Consoles",2001,"used",18,8,NA,"fiberglass","gasoline",0,NA,NA,NA,"",12500,35072,"Fort Lauderdale","FL","33312","2019-02-08",2,2019
